_id,FID,DISPFACREG,FNAME,ONAME,FADDR,FMOO,FSOI,FROAD,FTUMNAME,FAMPNAME,FPROVNAME,OBJECT,STATUS,LAT,LNG,Last_update
10042,20131200125366,จ3-63(1)-1/36ปท,บริษัท เอฟ.จี.สตีลเวอร์ค จำกัด,บริษัท เอฟ.จี.สตีลเวอร์ค จำกัด,37,8,NULL,คลองหลวง-หนองเสือ,คลองสอง,คลองหลวง,ปทุมธานี,เกี่ยวกบผลิตภัณฑ์โลหะสำหรับใช้ในการก่อสร้าง เช่น โครงสร้างเหล็ก โครงหลังคา ถังน้ำ,ดำเนินกิจการ,14.0704,100.640766666667,2023-04-18 21:00:05.000
10043,20120100325358,จ3-58(1)-3/35นบ,บริษัท วี แอนด์ พี โกลบอล จำกัด,บริษัท วี แอนด์ พี โกลบอล จำกัด,200,3,NULL,บางกรวย-ไทรน้อย,บางรักพัฒนา,บางบัวทอง,นนทบุรี,ผลิตคอนกรีตผสมเสร็จ,ดำเนินกิจการ,13.8862333333333,100.43275,2023-04-18 21:00:05.000
10044,10130000925340,3-58(1)-9/34ปท,บริษัท พีซีเอ็ม คอนสตรัคชั่น แมททีเรียล จำกัด,บริษัท พีซีเอ็ม คอนสตรัคชั่น แมททีเรียล จำกัด,26/1,4,NULL,ลำลูกกา,ลำลูกกา,ลำลูกกา,ปทุมธานี,ทำผลิตภัณฑ์คอนกรีต เช่น แผ่นพื้นคอนกรีตอัดแรง,ดำเนินกิจการ,14.0048666666667,100.800333333333,2023-04-18 21:00:05.000
10045,10130000625239,3-10(3)-6/23ปท,ห้างหุ้นส่วนจำกัด มั่นคงถาวร,ห้างหุ้นส่วนจำกัด มั่นคงถาวร,174,NULL,รังสิต-นครนายก 31,NULL,ประชาธิปัตย์,ธัญบุรี,ปทุมธานี,ทำเส้นก๋วยเตี๋ยว,ดำเนินกิจการ,13.9958166666667,100.642566666667,2023-04-18 21:00:05.000
10046,10130000125313,3-24-1/31ปท,บริษัท ยูไนเต็ด แอพแพเรล จำกัด,บริษัท ยูไนเต็ด แอพแพเรล จำกัด,180,0,รังสิต-นครนายก 31,NULL,ประชาธิปัตย์,ธัญบุรี,ปทุมธานี,ถักเสื้อไหมพรม,หยุดชั่วคราว,13.9969333333333,100.642583333333,2023-04-18 21:00:05.000
10047,10130400125319,3-52(4)-1/31ปท,บริษัท วังจุฬา จำกัด,บริษัท วังจุฬา จำกัด,32,0,รังสิต-นครนายก 27 ซ 2,-,ประชาธิปัตย์,ธัญบุรี,ปทุมธานี,ทำผลิตภัณฑ์ยาง เช่น แผ่นยางกันโคลนรถยนต์ ยางรองแท่นพักเท้าจักรยานยนต์,ดำเนินกิจการ,13.99285,100.639516666667,2023-04-18 21:00:05.000
10048,20121300125366,จ3-82-1/36นบ,บริษัท โรงงานแว่นตา อินเตอร์โกลด์ จำกัด,บริษัท โรงงานแว่นตา อินเตอร์โกลด์ จำกัด,89,9,NULL,บางกรวย-ไทรน้อย,บางเลน,บางใหญ่,นนทบุรี,ผลิตแว่นตาและอุปกรณ์แว่นตา,ดำเนินกิจการ,13.8504333333333,100.437483333333,2023-04-18 21:00:05.000
10049,10130000225212,3-66-2/21ปท,เจริญผลรถไถนา,นางศุภวรรณ กาญจนเรืองโรจน์,51/1,6,NULL,รังสิต-นครนายก,ประชาธิปัตย์,ธัญบุรี,ปทุมธานี,ทำรถไถนา ทำผลิตภัณฑ์คอนกรีต,ดำเนินกิจการ,13.9943,100.6591,2023-04-18 21:00:05.000
10050,10130200125170,3-82-1/17ปท,บริษัท โฮยาเลนซ์ ไทยแลนด์ จำกัด,บริษัท โฮยาเลนซ์ ไทยแลนด์ จำกัด,853,2,NULL,พหลโยธิน,ประชาธิปัตย์,ธัญบุรี,ปทุมธานี,ผลิตเลนซ์กระจกสายตา เลนซ์โฟโตโครมิก เลนซ์กระจกเคลือบผิว เลนซ์พลาสติก และชุบผิวแข็งเลจซ์พลาสติก,ดำเนินกิจการ,13.99795,100.614433333333,2023-04-18 21:00:05.000
10051,120000425336,ศ3-37-4/33นบ,บริษัท คงคาแมนูแฟคเจอร์เรอร์ จำกัด,บริษัท คงคาแมนูแฟคเจอร์เรอร์ จำกัด,41/3,3,บางคูลัด,บางบัวทอง,บางใหญ่,บางใหญ่,นนทบุรี,ผลิตตู้นาฬิกาตั้งพื้น และเครื่องเรือนจากไม้,ดำเนินกิจการ,13.8414833333333,100.370083333333,2023-04-18 21:00:05.000
10052,20120200125377,จ3-34(1)-1/37นบ,บริษัท ธีระวัฒน์ค้าไม้ จำกัด,บริษัท ธีระวัฒน์ค้าไม้ จำกัด,68/7,13,วัดอัมพวัน,ตลิ่งชัน-สุพรรณบุรี,บางม่วง,บางใหญ่,นนทบุรี,ไส-ซอยไม้ ทำไม้คิ้ว ไม้บัว ไม้เข้าลิ้น หรือส่วนประกอบของอาคารที่ทำจากไม้,ดำเนินกิจการ,13.8378,100.417,2023-04-18 21:00:05.000
10053,10140600125357,3-58(1)-1/35อย,บริษัท ไทยแอ๊ดวานด์แพนเนลเทคโนโลยี จำกัด,บริษัท ไทยแอ๊ดวานด์ แพนเนล เทคโนโลยี จำกัด,117,3,NULL,พหลโยธิน,ลำตาเสา,วังน้อย,พระนครศรีอยุธยา,ผลิตแผ่นคอนกรีตสำเร็จรูป,ดำเนินกิจการ,14.4203,100.567083333333,2023-04-18 21:00:05.000
10054,10140400125342,3-77(1)-1/34อย,บริษัท แอดวานซ์ เทค อินเตอร์เนชั่นแนล จำกัด,บริษัท แอดวานซ์ เทค อินเตอร์เนชั่นแนล จำกัด,82,3, ,สายเอเซ๊ย,หันสัง,บางปะหัน,พระนครศรีอยุธยา,"ต่อตัวถังรถบรรทุก,รถดับเพลิง,รถกระเช้า,รถพ่วง,รถน้ำมัน,รถขยะ และซ่อม ประกอบอุปกรณ์ไฮดรอกลิคต่าง ๆ",ดำเนินกิจการ,14.5592563,100.5041874,2023-04-18 21:00:05.000
10055,20140200325363,จ3-58(3)-3/36อย,บริษัท ไทยเยอรมันแกรนิต จำกัด,บริษัท ไทยเยอรมันแกรนิต จำกัด,103,1, ,อยุธยา-บางปะหัน,ขวัญเมือง,บางปะหัน,พระนครศรีอยุธยา,แกะสลักและแต่งหินแกรนิต,ดำเนินกิจการ,14.4436833333333,100.536866666667,2023-04-18 21:00:05.000
10056,120000825352,ศ3-37-8/35นบ,บริษัท บางกอก เดค-คอน จำกัด,บริษัท บางกอก เดค-คอน จำกัด,52/3,8,NULL,บางบัวทอง - สุพรรณบุรี,ละหาร,บางบัวทอง,นนทบุรี,ทำเครื่องเรือนจากไม้และเหล็ก,ดำเนินกิจการ,13.9755666666667,100.3852,2023-04-18 21:00:05.000
10057,140000525349,ส3-69-5/34อย,บริษัท นิเด็คอีเล็คโทรนิคส์ (ประเทศไทย) จำกัด,บริษัท นิเด็คอีเล็คโทรนิคส์ (ประเทศไทย) จำกัด,118,5,NULL,พหลโยธิน,ลำไทร,วังน้อย,พระนครศรีอยุธยา,ผลิตอุปกรณ์สำหรับเครื่องคอมพิวเตอร์ (SPINDLE MOTOR) และชิ้นส่วน,ดำเนินกิจการ,14.2210833333333,100.694683333333,2023-04-18 21:00:05.000
10058,10140100125345,3-22(1)-1/34อย,บริษัท เมโทรสปินนิ่งอยุธยา จำกัด,บริษัท เมโทรสปินนิ่ง อยุธยา จำกัด,75,1,NULL,พหลโยธิน กม.75,สนับทึบ,วังน้อย,พระนครศรีอยุธยา,"ปั่นด้าย (จำนวนแกนปั่นด้าย 46,080 แกน)และขยายแกนปั่นด้ายอีก 49,152แกน รวมเป็น 95,232 แกน",หยุดชั่วคราว,14.269535,100.79392,2023-04-18 21:00:05.000
10059,140200125320,ส3-83-1/32อย,บริษัท รอยัลไทม์ซิตี้ จำกัด,บริษัท รอยัลไทม์ ซิตี้ จำกัด,69,  1,NULL,พหลโยธิน,สนับทึบ,วังน้อย,พระนครศรีอยุธยา,ผลิตและประกอบนาฬิกา,ดำเนินกิจการ,14.2614833333333,100.7787,2023-04-18 21:00:05.000
10060,10120200225344,3-77(2)-2/34นบ,บริษัท เอส.ซี.ซี.อุตสาหกรรม จำกัด,บริษัท เอส.ซี.ซี.อุตสาหกรรม จำกัด,99/3,4,NULL,บางกรวย-บางบัวทอง,บางสีทอง,บางกรวย,นนทบุรี,ผลิตอุปกรณ์รถยนต์ และเครื่องใช้จากพลาสติก,ดำเนินกิจการ,13.8287,100.477833333333,2023-04-18 21:00:05.000
10061,10120300125303,3-34(1)-1/30นบ,สี่ อ.ค้าไม้,นางอารยา กำพุสิริ,62/7,3,NULL,บางกรวย-ไทรน้อย,วัดชลอ,บางกรวย,นนทบุรี,ไสและซอยไม้,ดำเนินกิจการ,13.8026,100.4776,2023-04-18 21:00:05.000
10062,10120100225139,3-34(1)-2/13นบ,ธำรงชัยค้าไม้,นางสมพร ลิมศิริธง,93/1,9,NULL,NULL,วัดชลอ,บางกรวย,นนทบุรี,ไสไม้และซอยไม้,ดำเนินกิจการ,13.8083,100.476916666667,2023-04-18 21:00:05.000
10063,82290000125573,น.10(1)-1/2557-นสค.,บริษัท อาฟเตอร์ ยู จำกัด (มหาชน),บริษัท อาฟเตอร์ ยู จำกัด (มหาชน),"30/106, 30/164",1,-,-,โคกขาม,เมืองสมุทรสาคร,สมุทรสาคร,ผลิตเบเกอรี่ และผลิตกระแสไฟฟ้าพลังงานแสงอาทิตย์ (Solar Rooftop) กําลังการผลิต 542.45 กิโลวัตต์ เพื่อใช้เป็นสาธารณูปโภคภายในโรงงาน,ดำเนินกิจการ,13.547272909689,100.342821049176,2022-07-11 10:47:02.000
10064,10130000125289,3-12(2)-1/28ปท,บริษัท ยอดกาแฟไทย จำกัด,บริษัท ยอดกาแฟไทย จำกัด,733/725,8,-,พหลโยธิน,คูคต,ลำลูกกา,ปทุมธานี,คั่วกาแฟ,ดำเนินกิจการ,13.9653666666667,100.62275,2023-04-18 21:00:05.000
10065,10130100125148,3-51-1/14ปท,บริษัท อีโนเวรับเบอร์ (ประเทศไทย) จำกัด (มหาชน),บริษัท อีโนเวรับเบอร์ (ประเทศไทย) จำกัด (มหาชน),258,NULL,รังสิต-นครนายก 49,-,ประชาธิปัตย์,ธัญบุรี,ปทุมธานี,ผลิตยางนอก-ยางในรถจักรยานยนต์ รถจักรยาน และผลิตภัณฑ์ยาง เช่น ยางขอบประตู ท่อน้ำ บังโคลนรถยนต์,ดำเนินกิจการ,14.0040333333333,100.65135,2023-04-18 21:00:05.000
10066,20140003325537,จ3-63(2)-33/53อย,บริษัท สหไทยสตีลไพพ์ จำกัด (มหาชน),บริษัท สหไทยสตีลไพพ์ จำกัด (มหาชน),โฉนดเลขที่ 34415,2,-,-,วังน้อย,วังน้อย,พระนครศรีอยุธยา,ผลิตเหล็กรูปตัวซี ท่อเหล็กชนิดเหลี่ยมและชนิดกลม,ดำเนินกิจการ,14.284365,100.688911,2023-04-18 21:00:05.000
10067,10650002925535,3-2(1)-29/53พล,บริษัท ธนารัตน์ธัญญะกิจ จำกัด,บริษัท ธนารัตน์ธัญญะกิจ จำกัด,46/1,4,-,-,โคกสลุด,บางกระทุ่ม,พิษณุโลก,นึ่งและอบข้าวเปลือก,ดำเนินกิจการ,16.575395,100.260044,2023-04-18 21:00:05.000
10068,20110201625533,จ3-64(12)-16/53สป,ห้างหุ้นส่วนจำกัด พานทอง สหพัฒนากลการ,ห้างหุ้นส่วนจำกัด พานทอง สหพัฒนากลการ,110/5,12,จตุรโชค,รัตนพิศาล,บางพลีใหญ่,บางพลี,สมุทรปราการ,กลึง ไส เจียร เจาะ คว้าน เชื่อมโลหะทั่วไป การปั๊ม ตัดโลหะ ทำชิ้นส่วนอุปกรณ์รถยนต์ จักรยานยนต์ ชิ้นส่วนอุปกรณ์เครื่องจักรและแม่พิมพ์,ดำเนินกิจการ,13.6208533,100.7188955,2023-04-18 21:00:05.000
10069,20110102325548,จ3-64(12)-23/54สป,บริษัท เจริญทัศน์ จำกัด,บริษัท เจริญทัศน์ จำกัด,189,1,-,เทพารักษ์,บางเสาธง,บางเสาธง,สมุทรปราการ,ทำผลิตภัณฑ์โลหะ การพับ ม้วน กลึง เจาะ คว้าน กัด ไส เจียน หรือเชื่อมโลหะ ผลิตและประกอบโครงสร้างเครื่องจักรและส่วนประกอบเครื่องจักรทุกชนิด,ดำเนินกิจการ,13.590034,100.781068,2023-04-18 21:00:05.000
10070,20730017825538,จ3-3(2)-178/53นฐ,นายธนวัฒน์ ฐติถาวรวงศ์,นายธนวัฒน์ ฐติถาวรวงศ์,-,4,NULL,NULL,ทุ่งลูกนก,กำแพงแสน,นครปฐม,ขุด ตัก ดิน และดูดทรายในที่ดินกรรมสิทธิ์,ดำเนินกิจการ,14.04352,99.873176,2023-04-18 21:00:05.000
10071,20110000925530,จ3-13(2)-9/53สป,บริษัท ฟู้ด โค้ทติ้งส์ อินเตอร์เนชั่นแนล จำกัด,บริษัท ฟู้ด โค้ทติ้งส์ อินเตอร์เนชั่นแนล จำกัด,2/9,3,เมืองใหม่บางพลี,บางนา-ตราด,บางเสาธง,บางเสาธง,สมุทรปราการ,"ผลิตเกี่ยวกับผลิตภัณฑ์ใช้สำหรับเป็นส่วนผสมอาหาร,เครื่องปรุงรส,กลิ่น",ดำเนินกิจการ,13.5913333333333,100.802183333333,2023-04-18 21:00:05.000
10072,20140021425533,จ3-37-214/53อย,บริษัท ไอเดีย วู้ด เฟอร์นิเจอร์ จำกัด,บริษัท ไอเดีย วู้ด เฟอร์นิเจอร์ จำกัด,53,1,-,-,ดอนลาน,ผักไห่,พระนครศรีอยุธยา,ทำเครื่องเรือน เครื่องตบแต่งภายในอาคารจากไม้แปรรูป และโลหะ,ดำเนินกิจการ,14.4436166666667,100.2757,2023-04-18 21:00:05.000
10073,20650013325533,จ3-58(1)-133/53พล,โรงงานผลิตภัณฑ์คอนกรีตอัดแรง ซี.พี.ซี (สาขาพรหมพิราม),บริษัท ซี.พี.ซี คอนกรีตอัดแรง จำกัด,99/9,12,NULL,NULL,มะต้อง,พรหมพิราม,พิษณุโลก,ผลิตคอนกรีตผสมเสร็จ,ดำเนินกิจการ,17.08949674,100.1741078,2023-04-18 21:00:05.000
10074,20670005825530,จ3-2(1)-58/53พช,โกดังสุทธิอาหลั่ย,นายภวัต ตันติบูล,299,12,NULL,พุเตย-บ่อรัง,พุเตย,วิเชียรบุรี,เพชรบูรณ์,อบเมล็ดพืช,ดำเนินกิจการ,15.57668,101.11113,2023-04-18 21:00:05.000
10075,20730003725544,จ3-53(4)-37/54นฐ,บริษัท ฮอนชวน (ประเทศไทย) จำกัด,บริษัท ฮอนชวน (ประเทศไทย) จำกัด,502/5,3,NULL,พระประโทน-บ้านแพ้ว,ดอนยายหอม,เมืองนครปฐม,นครปฐม,ผลิดขวดพลาสติก,ดำเนินกิจการ,13.7383393155963,100.080415123293,2023-04-18 21:00:05.000
10076,10120001025547,3-8(1)-10/54นบ,บริษัท ซันชายเจริญ อินเตอร์ฟู๊ด จำกัด,บริษัท ซันชายเจริญ อินเตอร์ฟู๊ด จำกัด,9/9,11,-,สายบ้านบางไทร-บ้านคลองตาซ้อน,บางแม่นาง,บางใหญ่,นนทบุรี,"ทำเครื่องดื่มจากผลไม้บรรจุขวดปิดผนึก,น้ำอัดลมก",ดำเนินกิจการ,13.86894,100.40076,2023-04-18 21:00:05.000
10077,10120006825537,3-14-68/53นบ,บริษัท โรงน้ำแข็ง สยามราชพฤกษ์ จำกัด,บริษัท โรงน้ำแข็ง สยามราชพฤกษ์ จำกัด,8/8,1,ท่าอิฐ,รัตนาธิเบศร์,ไทรม้า,เมืองนนทบุรี,นนทบุรี,ผลิตน้ำแข็งก้อนเล็กและน้ำแข็งซอง,ดำเนินกิจการ,13.890525,100.460983,2023-04-18 21:00:05.000
10078,10131300125326,3-64(1)-1/32ปท,บริษัท บางกอกแคน แมนนูแฟคเจอริ่ง จำกัด,บริษัท บางกอกแคน แมนนูแฟคเจอริ่ง จำกัด,1,NULL,รังสิต-นครนายก 46,NULL,ประชาธิปัตย์,ธัญบุรี,ปทุมธานี,ผลิตกระป๋องอลูมิเนียมและกระป๋องเหล็ก,ดำเนินกิจการ,13.9886333333333,100.644416666667,2023-04-18 21:00:05.000
10079,82120100125571,น.46(2)-1/2557-นบว.,บริษัท ไบโอเนท - เอเซีย จำกัด,บริษัท ไบโอเนท - เอเซีย จำกัด,81,1,-,สายเอเชีย-นครสวรรค์,บ้านเลน,บางปะอิน,พระนครศรีอยุธยา,ผลิตวัคซีนป้องกันโรคสำหรับมนุษย์ และการปฏิบัติการวิจัยและพัฒนาวัคซีนต้นแบบ โดยใช้เทคโนโลยีชีวภาพ,ดำเนินกิจการ,14.2528470604315,100.591166038749,2022-07-06 15:20:55.000
10080,10120400125351,3-60-1/35นบ,ทวีศักดิ์อุตสาหกรรม,นางนุชจรี บัวเงิน,79/5,5,-,-,บางกรวย,บางกรวย,นนทบุรี,หลอมอลูมิเนียมเพื่อทำประตูอัลลอยด์ และมือจับอัลลอยด์,ดำเนินกิจการ,13.801588,100.501584,2023-04-18 21:00:05.000
10081,120700125350,ศ3-91(1)-1/35นบ,บริษัท พิสิทธิชัยอินเตอร์เนชั่นแนล จำกัด,บริษัท พิสิทธิชัยอินเตอร์เนชั่นแนล จำกัด,13/11,2,NULL,บางบัวทอง-ตลิ่งชัน,บางคูเวียง,บางกรวย,นนทบุรี,บรรจุผัก ผลไม้ และห้องเย็น,ดำเนินกิจการ,13.811845,100.412332,2023-04-18 21:00:05.000
10082,20120300225374,จ3-74(3)-2/37นบ,บริษัท จี.เค.แอสเซ็มบลี้ จำกัด,บริษัท จี.เค.แอสเซ็มบลี้ จำกัด,110/9-10,2,NULL,จงถนอม,มหาสวัสดิ์,บางกรวย,นนทบุรี,ประกอบและซ่อมแซม ดวงโคมไฟฟ้า แสงสวิตซ์ไฟฟ้า และอุปกรณ์ที่ใช้กับสายไฟฟ้าต่าง ๆ,ดำเนินกิจการ,13.8045666666667,100.429083333333,2023-04-18 21:00:05.000
10083,10120500125236,3-71-1/23นบ,บริษัท ฟูซันอินดัสเตรียล จำกัด,บริษัท ฟูซันอินดัสเตรียล จำกัด,72/1,1,NULL,บางกรวย-ไทรน้อย,บางกรวย,บางกรวย,นนทบุรี,ผลิตมอเตอร์ไฟฟ้าและพัดลม,ดำเนินกิจการ,13.8081,100.50755,2023-04-18 21:00:05.000
10084,10120100225170,3-71-2/17นบ,บริษัท ฟูซันอินดัสเตรียล จำกัด,บริษัท ฟูซันอินดัสเตรียล จำกัด,71,1,NULL,บางกรวย,บางกรวย,บางกรวย,นนทบุรี,ประกอบพัดลม และประกอบเครื่องปรับอากาศ,ดำเนินกิจการ,13.8081,100.50755,2023-04-18 21:00:05.000
10085,10120700125325,3-77(1)-1/32นบ,บริษัท คราฟท์ จำกัด,บริษัท คราฟท์ จำกัด,62/1,2,จงถนอม,กรุงนนท์,มหาสวัสดิ์,บางกรวย,นนทบุรี,ประกอบ ดัดแปลง เปลี่ยนแปลงสภาพ รวมทั้งทำชิ้นส่วนพิเศษ หรืออุปกรณ์สำหรับรถยนต์ เช่น รถดับเพลิง รถกู้ภัย รถไฟฟ้าส่องสว่าง รถยนต์บรรทุกน้ำ รถยนต์บรรทุกขยะมูลฝอย รถกวาดถนนและดูดฝุ่น รถสูบสิ่งปฏิกูล รถสื่อสารดาวเทียม รถยนต์โดยสาร จำนวนตั้งแต่ 10 ที่นั่งขึ้นไป และรถยนต์อื่นๆ,ดำเนินกิจการ,13.80216,100.436313,2023-04-18 21:00:05.000
10086,10130000125156,3-14-1/15ปท,บริษัท โรงน้ำแข็งแสงสูง (รังสิต) จำกัด,บริษัท โรงน้ำแข็งแสงสูง (รังสิต) จำกัด,246,1,NULL,พหลโยธิน,ประชาธิปัตย์,ธัญบุรี,ปทุมธานี,"ทำน้ำแข็งซองได้วันละ 1,320 ซอง และทำน้ำแข็งก้อนเล็กได้วันละ",ดำเนินกิจการ,13.9810666666667,100.616066666667,2023-04-18 21:00:05.000
10087,10130100225310,3-53(4)-2/31ปท,บริษัท แพค แอนด์ เซฟ จำกัด,บริษัท แพค แอนด์ เซฟ จำกัด,1/5,7,NULL,พหลโยธิน-ลำลูกกา,ลาดสวาย,ลำลูกกา,ปทุมธานี,ผลิตขวดและถุงพลาสติก,ดำเนินกิจการ,13.932402,100.682472,2023-04-18 21:00:05.000
10088,10130100225203,3-66-2/20ปท,บริษัท พีระ แฟคทอรี่ จำกัด,บริษัท พีระ แฟคทอรี่ จำกัด,9/1,5,NULL,NULL,ลำลูกกา,ลำลูกกา,ปทุมธานี,ทำรถไถนาและอุปกรณ์เครื่องทุ่นแรงการทำนา,ดำเนินกิจการ,13.943,100.770133333333,2023-04-18 21:00:05.000
10089,10140300225358,3-62-2/35อย,บริษัท โยกิ เฟอร์นิเจอร์ จำกัด,บริษัท โยกิ เฟอร์นิเจอร์ จำกัด,22/4,1,NULL,ชลประทาน,ดอนลาน,ผักไห่,พระนครศรีอยุธยา,ทำเครื่องเรือนจากเหล็ก,ดำเนินกิจการ,14.4436166666667,100.2757,2023-04-18 21:00:05.000
10090,120000225330,ศ3-34(1)-2/33นบ,ห้างหุ้นส่วนจำกัด ชัยพฤกษ์รุ่งเรือง,ห้างหุ้นส่วนจำกัด ชัยพฤกษ์รุ่งเรือง,255,NULL,ติวานนท์ 45,ติวานนท์,ท่าทราย,เมืองนนทบุรี,นนทบุรี,ไสและซอยไม้แปรรูป,ดำเนินกิจการ,13.8918333333333,100.49805,2023-04-18 21:00:05.000
10091,20110001825390,จ3-64(2)-18/39สป,บริษัท วินสตาร์ไล้ท์ติ้ง จำกัด,บริษัท วินสตาร์ไล้ท์ติ้ง จำกัด,259/1,1,NULL,สุขสวัสดิ์,แหลมฟ้าผ่า,พระสมุทรเจดีย์,สมุทรปราการ,กลึง เชื่อม ไส กัด พับ ปั๊มและงานขึ้นรูปโลหะ,ดำเนินกิจการ,13.5781,100.5747,2023-04-18 21:00:05.000
10092,10120400225326,3-77(2)-2/32นบ,บริษัท เอส.เอส.เอส.ออโตโมทีฟ อินดัสตรี จำกัด,บริษัท เอส.เอส.เอส. ออโตโมทีฟ อินดัสตรี จำกัด,40/4,9,-,บางบัวทอง-สุพรรณบุรี,ละหาร,บางบัวทอง,นนทบุรี,ผลิตและประกอบชิ้นส่วนตัวถังรถบรรทุก,ดำเนินกิจการ,13.9557666666667,100.406383333333,2023-04-18 21:00:05.000
10093,10120300225327,3-58(1)-2/32นบ,โรงงานคอนกรีตผสมเสร็จรัตนาธิเบศร์,บริษัท ปูนซิเมนต์ไทย (ท่าหลวง)จำกัด,89,1,NULL,บางบัวทอง-บางกรวย,บางรักใหญ่,บางบัวทอง,นนทบุรี,ผลิตคอนกรีตผสมเสร็จ,ดำเนินกิจการ,13.8813,100.433666666667,2023-04-18 21:00:05.000
10094,10120100225337,3-95(1)-2/33นบ,บริษัท เอชซีเอ็น ฮอนด้า ออโตโมบิล จำกัด,บริษัท เอชซีเอ็น ฮอนด้า ออโตโมบิล จำกัด,109,NULL,ภักดีกุล,ติวานนท์,บางกระสอ,เมืองนนทบุรี,นนทบุรี,ซ่อมรถยนต์และเครื่องยนต์,ดำเนินกิจการ,13.8844333333333,100.524183333333,2023-04-18 21:00:05.000
10095,20110401325538,จ3-78(2)-13/53สป,บริษัท ทีวายเค ฟิลเตอร์ส จำกัด,บริษัท ทีวายเค ฟิลเตอร์ส จำกัด,180/3,8,สุขสวัสดิ์ 74,สุขสวัสดิ์,บางครุ,พระประแดง,สมุทรปราการ,"ผลิตไส้กรองน้ำมันเครื่อง,ไส้กรองอากาศ,ไส้กรองโซล่า,ไส้กรองไฮโดรลิค ไส้กรองเบนซิน ทำอะไหล่รถจักรยานยนต์ รถยนต์ และชิ้นส่วนยานยนต์",ดำเนินกิจการ,13.624126,100.523149,2023-04-18 21:00:05.000
10096,20740700125542,จ3-34(3)-1/54สค,บริษัท แปซิฟิค ค้าไม้ จำกัด,บริษัท แปซิฟิค ค้าไม้ จำกัด,15/15,5,วัดโสภณาราม,เอกชัย,โคกขาม,เมืองสมุทรสาคร,สมุทรสาคร,อัดแผ่นไม้บางลงบนผิวไม้ ไส-ซอย รางลิ้น วงกบ ประตู หน้าต่าง ผลิตชิ้นส่วนเฟอร์นิเจอร์ เฟอร์นิเจอร์สำเร็จรูป ไม้ฟลอริ่ง และกล่องไม้ชนิดต่าง ๆ,ดำเนินกิจการ,13.56557,100.314295,2023-04-18 21:00:05.000
10097,20110001925539,จ3-68-19/53สป,ห้างหุ้นส่วนจำกัด สหกลโลหะกิจ,ห้างหุ้นส่วนจำกัด สหกลโลหะกิจ,70/4,3,สุขสวัสดิ์ 74,สุขสวัสดิ์,บางครุ,พระประแดง,สมุทรปราการ,ซ่อมเครื่องจักรกลต่างๆ และผลิตชิ้นส่วน,ดำเนินกิจการ,13.6243333333333,100.52035,2023-04-18 21:00:05.000
10098,10130000925530,3-46(2)-9/53ปท,บริษัท ที.โอ.เคมีคอลส์ (1979) จำกัด,บริษัท ที.โอ.เคมีคอลส์ (1979) จำกัด,53,4,-,คลองเจ็ด,บึงคำพร้อย,ลำลูกกา,ปทุมธานี,ผลิตยารักษาโรคแผนปัจจุบัน,ดำเนินกิจการ,13.976732,100.753601,2023-04-18 21:00:05.000
10099,91040000125548,ข3-54-1/54สบ,บริษัท การ์เดียนอินดัสทรีส์ คอร์ป จำกัด,บริษัท การ์เดียนอินดัสทรีส์ คอร์ป จำกัด,42,7,-,-,หนองปลาหมอ,หนองแค,สระบุรี,ผลิตกระจกแผ่นเรียบและกระจกเงา,ดำเนินกิจการ,14.36917,100.83994,2023-04-18 21:00:05.000
10100,10130000125545,3-46(2)-1/54ปท,บริษัท พาตาร์แลบ (2517) จำกัด,บริษัท พาตาร์แลบ (2517) จำกัด,51,7,-,เลียงคลอง 7 (ธัญบุรี-ลูกลูกกา),บึงคำพร้อย,ลำลูกกา,ปทุมธานี,ผลิตยารักษาโรคแผนปัจจุบันและแผนโบราณ,ดำเนินกิจการ,13.853437,100.643082,2023-04-18 21:00:05.000
10101,10130100525545,3-72-5/54ปท,บริษัท ชิน-เอ็ดสุ แมกเนติกส์ (ประเทศไทย) จำกัด,นายฟูมิอากิ คาเนโกะ,56/26,20,นิคมนวนคร,พหลโยธิน,คลองหนึ่ง,คลองหลวง,ปทุมธานี,ผลิตภัณฑ์เกี่ยวกับแม่เหล็ก และอุปกรณ์อิเล็กทรอนิกส์,ดำเนินกิจการ,14.113445,100.61055,2023-04-18 21:00:05.000
10102,20650000725547,จ3-2(5)-7/54พล,ร้านปรางค์ทองการเกษตร,นางวันชัย ยศปัญญา,-,2,-,-,เนินมะปราง,เนินมะปราง,พิษณุโลก,เก็บรักษาหรือลำเลียงพืช เมล็ดพืช หรือผลิตผลจากพืชในไซโล โกดังหรือคลังสินค้า,ดำเนินกิจการ,16.554561,100.607332,2023-04-18 21:00:05.000
10103,20620002225531,จ3-9(6)-22/53กพ,ลานมันพรมเทพพืชไร่ 2,นางสุพัชชา พรมเทพ,229,7,NULL,โป่งน้ำร้อน-สมุย,โป่งน้ำร้อน,คลองลาน,กำแพงเพชร,ทำมันเส้น,ดำเนินกิจการ,16.3795347,99.2949895,2023-04-18 21:00:05.000
10104,20660003725535,จ3-14-37/53พจ,บริษัท ธาราทิพย์พิจิตร จำกัด,บริษัท ธาราทิพย์พิจิตร จำกัด,222,6,NULL,NULL,ท่าหลวง,เมืองพิจิตร,พิจิตร,ผลิตน้ำแข็งหลอด กำลังผลิตรวม 240 ตันต่อวัน,ดำเนินกิจการ,16.448842,100.381661,2023-04-18 21:00:05.000
