_id,FID,DISPFACREG,FNAME,ONAME,FADDR,FMOO,FSOI,FROAD,FTUMNAME,FAMPNAME,FPROVNAME,OBJECT,STATUS,LAT,LNG,Last_update
1333,10640000425331,3-95(1)-4/33สท,เลี้ยงการช่าง,นายสกลปภัสสร์ คูพาณิชย์,4/4,1,NULL,จรดวิถีถ่อง,บ้านกล้วย,เมืองสุโขทัย,สุโขทัย,เคาะพ่นสีรถยนต์และทำท่อไอเสีย,ดำเนินกิจการ,17.00945,99.80463,2023-04-18 21:00:05.000
1334,650000125346,ศ3-8(2)-1/34พล,บริษัท วังทองผลพืช จำกัด,บริษัท วังทองผลพืช จำกัด,113,7,-,วังทอง - เขาทราย,ดินทอง,วังทอง,พิษณุโลก,ผลิตแตงกวาดอง ขิงดอง มะเขือดอง และผักดองชนิดต่าง ๆ,ดำเนินกิจการ,16.76754,100.43226,2023-04-18 21:00:05.000
1335,10650000725309,3-95(1)-7/30พล,โชคชัยมอเตอร์,นายพงศธร ศรีธรรมศิริ,132/13,NULL,NULL,พระองค์ดำ,ในเมือง,เมืองพิษณุโลก,พิษณุโลก,ซ่อมจักรยานยนต์,ดำเนินกิจการ,16.81522,100.27301,2023-04-18 21:00:05.000
1336,650000125304,ส3-15(1)-1/30พล,บริษัท ซีพีเอฟ (ประะทศไทย) จำกัด (มหาชน),บริษัท ซีพีเอฟ (ประะทศไทย) จำกัด (มหาชน),178,4,-,พิษณุโลก-หล่มสัก,สมอแข,เมืองพิษณุโลก,พิษณุโลก,ผลิตอาหารสัตว์ผสมสำเร็จรูป,ดำเนินกิจการ,16.82858,100.35957,2023-04-18 21:00:05.000
1337,10650000225243,3-66-2/24พล,เกษตรพัฒนาอุตสาหกรรม,บริษัท เกษตรพัฒนาอุตสาหกรรม จำกัด,126,1,NULL,พิษณุโลก-หล่มสัก,สมอแข,เมืองพิษณุโลก,พิษณุโลก,ผลิตเครื่องมืออุปกรณ์การเกษตร,ดำเนินกิจการ,16.832487,100.366802,2023-04-18 21:00:05.000
1338,20640000125368,จ3-56-1/36สท,NULL,นายบุญธรรม สุขฟอง,169/2,4,NULL,สวรรคโลก-สุโขทัยสายใหม่,ย่านยาว,สวรรคโลก,สุโขทัย,ทำอิฐ,ดำเนินกิจการ,17.27737,99.84478,2023-04-18 21:00:05.000
1339,10640000125360,3-2(2)-1/36สท,ห้างหุ้นส่วนจำกัด พรอำนวยทรัพย์การฝ้าย,ห้างหุ้นส่วนจำกัด พรอำนวยทรัพย์การฝ้าย,61/4,NULL,บ้านเด่น,พิชัย,เมืองสวรรคโลก,สวรรคโลก,สุโขทัย,กระเทาะเปลือกถั่ว และร่อนถั่ว,ดำเนินกิจการ,17.31629,99.83231,2023-04-18 21:00:05.000
1340,640000125354,ศ3-14-1/35สท,บริษัท อุตสาหกรรมผลิตน้ำแข็ง จำกัด,บริษัท อุตสาหกรรมผลิตน้ำแข็ง จำกัด,14/4,NULL,กรมทาง,จรดวิถีถ่อง,เมืองสวรรคโลก,สวรรคโลก,สุโขทัย,ทำน้ำแข็งก้อนเล็ก,ดำเนินกิจการ,17.30406,99.83328,2023-04-18 21:00:05.000
1341,10660000525336,3-56-5/33พจ,นางสาวโชติชญา จำปีเรือง,นางสาวโชติชญา จำปีเรือง,42,8,NULL,พิจิตร -สากเหล็ก,ปากทาง,เมืองพิจิตร,พิจิตร,ทำอิฐดินเผา,ดำเนินกิจการ,16.46075,100.35804,2023-04-18 21:00:05.000
1342,10650000125328,3-4(3)-1/32พล,โรงงานผลิตภัณฑ์สุพัตรา,ห้างหุ้นส่วนจำกัด ผลิตภัณฑ์สุพัตรา,1062/1,NULL,NULL,บรมไตรโลกนารถ 2,ในเมือง,เมืองพิษณุโลก,พิษณุโลก,ทำผลิตภัณฑ์สำเร็จรูปจากเนื้อสัตว์ เช่น ไส้กรอก หมูยอ แหนมและกุนเชียง,ดำเนินกิจการ,16.79893,100.22791,2023-04-18 21:00:05.000
1343,10650200125326,3-65-1/32พล,เนี้ยวอั่งการช่าง 2,นายยุทธชัย วงศ์วีรเดชขจร,195/7,NULL,NULL,พิชัยสงคราม,ในเมือง,เมืองพิษณุโลก,พิษณุโลก,ซ่อมอุปกรณ์ชิ้นส่วนเครื่องยนต์,ดำเนินกิจการ,16.81503,100.27985,2023-04-18 21:00:05.000
1344,20112300125373,จ3-63(1)-1/37สป,ห้างหุ้นส่วนจำกัด ไทยแสงฮวด,ห้างหุ้นส่วนจำกัด ไทยแสงฮวด,224,4,NULL,รัตนโกสินทร์ 200 ปี,บางบ่อ,บางบ่อ,สมุทรปราการ,ทำถังบรรจุน้ำ (แท้งค์น้ำ),ดำเนินกิจการ,13.6111166666667,100.860766666667,2023-04-18 21:00:05.000
1345,10660000525260,3-9(1)-5/26พจ,ห้างหุ้นส่วนจำกัด โรงสีไฟกิจอุดมธัญญะ,ห้างหุ้นส่วนจำกัด โรงสีไฟกิจอุดมธัญญะ,210,NULL,NULL,ประเวศน์ใต้,บางมูลนาก,บางมูลนาก,พิจิตร,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 220 เกวียน/วัน,หยุดชั่วคราว,16.02289,100.37186,2023-04-18 21:00:05.000
1346,10650000225334,3-77(1)-2/33พล,บริษัท ธนะสินพัฒนา(1999) จำกัด,บริษัท ธนะสินพัฒนา (1999) จำกัด,106,4,NULL,NULL,พลายชุมพล,เมืองพิษณุโลก,พิษณุโลก,ซ่อม-ประกอบตัวถังรถบรรทุก และซ่อมเครื่องจักรสำหรับการสร้างทาง,ดำเนินกิจการ,16.84442,100.22951,2023-04-18 21:00:05.000
1347,10660015525156,3-9(1)-155/15พจ,ห้างหุ้นส่วนจำกัด จิตรเจริญธัญญะ,ห้างหุ้นส่วนจำกัด จิตรเจริญธัญญะ,970,-,-,ริมน่าน,ตะพานหิน,ตะพานหิน,พิจิตร,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 145 เกวียน/วัน,ดำเนินกิจการ,16.21624,100.42388,2023-04-18 21:00:05.000
1348,10650000525337,3-58(1)-5/33พล,โรงงานคอนกรีตผสมเสร็จพิษณุโลก,บริษัท ปูนซีเมนต์ไทย (ลำปาง) จำกัด,78/1,7,NULL,สีหราชเดโชชัย,วัดจันทร์,เมืองพิษณุโลก,พิษณุโลก,ผลิตคอนกรีตผสมเสร็จ,ดำเนินกิจการ,16.80301,100.2161,2023-04-18 21:00:05.000
1349,10650000625152,3-65-6/15พล,ชำนาญการช่าง,นายนิมิตร ชำนาญช่าง,18/2-3,NULL,NULL,สนามบิน,ในเมือง,เมืองพิษณุโลก,พิษณุโลก,ซ่อมชิ้นส่วนของเครื่องยนต์,ดำเนินกิจการ,16.802741,100.270195,2023-04-18 21:00:05.000
1350,10670000125243,3-6(2)-1/24พช,โภคินพาณิชย์หล่มสัก,บริษัท โภคินอุตสาหกรรม จำกัด,161/3,0,NULL,วจี,หล่มสัก,หล่มสัก,เพชรบูรณ์,ดองมะม่วง ทำหน่อไม้อัดปี๊บ บรรจุน้ำปลาและกระเทียมดอง,ดำเนินกิจการ,16.78427,101.24233,2023-04-18 21:00:05.000
1351,10660000125210,3-14-1/21พจ,ห้างหุ้นส่วนจำกัด โรงน้ำแข็งพันอุลิต 3,ห้างหุ้นส่วนจำกัด โรงน้ำแข็งพันอุลิต 3,1/25,5,NULL,ตะพานหิน-บางมูลนาก,หอไกร,บางมูลนาก,พิจิตร,ทำน้ำแข็งซองและน้ำแข็งก้อนเล็ก,ดำเนินกิจการ,16.03889,100.37149,2023-04-18 21:00:05.000
1352,10660000125293,3-56-1/29พจ,NULL,นายมะยม สงวนทรัพย์,123,8,NULL,พิจิตร-สากเหล็ก,ปากทาง,เมืองพิจิตร,พิจิตร,ผลิตอิฐ,ดำเนินกิจการ,16.46085,100.35886,2023-04-18 21:00:05.000
